code,name,listing_date,shares,listing_board
MIDI,Midi Utama Indonesia Tbk.,2010-11-30T00:00:00,33435294800.0,Utama
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24T00:00:00,13907481500.0,Utama
MIRA,Mitra International Resources ,1997-01-30T00:00:00,3961452039.0,Pemantauan Khusus
MITI,Mitra Investindo Tbk.,1997-07-16T00:00:00,3750526603.0,Pengembangan
MKPI,Metropolitan Kentjana Tbk.,2009-07-10T00:00:00,948194000.0,Pengembangan
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15T00:00:00,2107000000.0,Utama
MLIA,Mulia Industrindo Tbk,1994-01-17T00:00:00,6615000000.0,Pemantauan Khusus
MLPL,Multipolar Tbk.,1989-11-06T00:00:00,15682323987.0,Utama
MLPT,Multipolar Technology Tbk.,2013-07-08T00:00:00,46875000000.0,Pengembangan
MMLP,Mega Manunggal Property Tbk.,2015-06-12T00:00:00,6889134608.0,Pengembangan
MNCN,Media Nusantara Citra Tbk.,2007-06-22T00:00:00,15049787710.0,Utama
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29T00:00:00,4386963276.0,Utama
MPPA,Matahari Putra Prima Tbk.,1992-12-21T00:00:00,33828872408.0,Pemantauan Khusus
MRAT,Mustika Ratu Tbk.,1995-07-27T00:00:00,428000000.0,Pengembangan
MREI,Maskapai Reasuransi Indonesia ,1989-09-04T00:00:00,517791681.0,Pengembangan
MSKY,MNC Sky Vision Tbk.,2012-07-09T00:00:00,1994370480.0,Pengembangan
MTDL,Metrodata Electronics Tbk.,1990-04-09T00:00:00,12276884585.0,Utama
MTFN,Capitalinc Investment Tbk.,1990-04-16T00:00:00,31842082852.0,Pemantauan Khusus
MTLA,Metropolitan Land Tbk.,2011-06-20T00:00:00,7655126330.0,Utama
MTSM,Metro Realty Tbk.,1992-01-08T00:00:00,232848000.0,Pemantauan Khusus
MYOH,Samindo Resources Tbk.,2000-07-27T00:00:00,2206312500.0,Pengembangan
MYOR,Mayora Indah Tbk.,1990-07-04T00:00:00,22358699725.0,Utama
MYTX,Asia Pacific Investama Tbk.,1989-10-10T00:00:00,7747281949.0,Pemantauan Khusus
NELY,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11T00:00:00,2350000000.0,Pengembangan
NIKL,Pelat Timah Nusantara Tbk.,2009-12-14T00:00:00,2523350000.0,Pengembangan
NIRO,City Retail Developments Tbk.,2012-09-13T00:00:00,22198871804.0,Pengembangan
NISP,Bank OCBC NISP Tbk.,1994-10-20T00:00:00,22715776032.0,Utama
NOBU,Bank Nationalnobu Tbk.,2013-05-20T00:00:00,7403659460.0,Utama
NRCA,Nusa Raya Cipta Tbk.,2013-06-27T00:00:00,2496258344.0,Pengembangan
OCAP,Onix Capital Tbk.,2003-10-10T00:00:00,273200000.0,Pemantauan Khusus
OKAS,Ancora Indonesia Resources Tbk,2006-03-29T00:00:00,2373449165.0,Pengembangan
OMRE,Indonesia Prima Property Tbk,1994-08-22T00:00:00,2945211000.0,Pengembangan
PADI,Minna Padi Investama Sekuritas,2012-01-09T00:00:00,13568695829.0,Utama
PALM,Provident Investasi Bersama Tb,2012-10-08T00:00:00,15732874458.0,Utama
PANR,Panorama Sentrawisata Tbk.,2001-09-18T00:00:00,1387500000.0,Pengembangan
PANS,Panin Sekuritas Tbk.,2000-05-31T00:00:00,720000000.0,Utama
PBRX,Pan Brothers Tbk.,1990-08-16T00:00:00,21482028246.0,Pemantauan Khusus
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08T00:00:00,715000000.0,Pengembangan
PEGE,Panca Global Kapital Tbk.,2005-06-24T00:00:00,3777889408.0,Pengembangan
PGAS,Perusahaan Gas Negara (Persero,2003-12-15T00:00:00,24241508196.0,Utama
PGLI,Pembangunan Graha Lestari Inda,2000-04-05T00:00:00,488000000.0,Pengembangan
PICO,Pelangi Indah Canindo Tbk,1996-09-23T00:00:00,568375000.0,Pengembangan
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02T00:00:00,1599999996.0,Pengembangan
PKPK,Paragon Karya Perkasa Tbk.,2007-07-11T00:00:00,1200000000.0,Pengembangan
PLAS,Polaris Investama Tbk,2001-03-16T00:00:00,1184200000.0,Pemantauan Khusus
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15T00:00:00,3550000000.0,Pemantauan Khusus
PNBN,Bank Pan Indonesia Tbk,1982-12-29T00:00:00,23837645998.0,Utama
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15T00:00:00,38425504906.0,Pengembangan
PNIN,Paninvest Tbk.,1983-09-20T00:00:00,4068323920.0,Utama
PNLF,Panin Financial Tbk.,1983-06-14T00:00:00,32022073293.0,Utama
PSAB,J Resources Asia Pasifik Tbk.,2003-04-22T00:00:00,26460000000.0,Pengembangan
PSDN,Prasidha Aneka Niaga Tbk,1994-10-18T00:00:00,1440000000.0,Pengembangan
PSKT,Red Planet Indonesia Tbk.,1995-09-19T00:00:00,10351231636.0,Pengembangan
PTBA,Bukit Asam (Persero) Tbk.,2002-12-23T00:00:00,11520659250.0,Utama
PTIS,Indo Straits Tbk.,2011-07-12T00:00:00,550165300.0,Pengembangan
PTPP,PP (Persero) Tbk.,2010-02-09T00:00:00,6199897354.0,Utama
PTRO,Petrosea Tbk.,1990-05-21T00:00:00,10086050000.0,Utama
PTSN,Sat Nusapersada Tbk,2007-11-08T00:00:00,5314344000.0,Pengembangan
PTSP,Pioneerindo Gourmet Internatio,1994-05-30T00:00:00,220808000.0,Pengembangan
PUDP,Pudjiadi Prestige Tbk.,1994-11-18T00:00:00,659120000.0,Pengembangan
PWON,Pakuwon Jati Tbk.,1989-10-09T00:00:00,48159602400.0,Utama
PYFA,Pyridam Farma Tbk,2001-10-16T00:00:00,11236750616.0,Pengembangan
RAJA,Rukun Raharja Tbk.,2006-04-19T00:00:00,21135412500.0,Utama
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24T00:00:00,7096000000.0,Utama
RANC,Supra Boga Lestari Tbk.,2012-06-07T00:00:00,1564487500.0,Pengembangan
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19T00:00:00,2656212826.0,Pengembangan
RDTX,Roda Vivatex Tbk,1990-05-14T00:00:00,268800000.0,Pengembangan
RELI,Reliance Sekuritas Indonesia T,2005-07-13T00:00:00,1800000000.0,Pengembangan
RICY,Ricky Putra Globalindo Tbk,1998-01-22T00:00:00,641717510.0,Pengembangan
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05T00:00:00,609130000.0,Pengembangan
RIMO,Rimo International Lestari Tbk,2000-11-10T00:00:00,45080600000.0,Pemantauan Khusus
RODA,Pikko Land Development Tbk.,2001-10-22T00:00:00,13592128209.0,Pengembangan
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28T00:00:00,6186488888.0,Pengembangan
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12T00:00:00,770000000.0,Pengembangan
SAFE,Steady Safe Tbk,1994-08-15T00:00:00,821207512.0,Pengembangan
SAME,Sarana Meditama Metropolitan T,2013-01-11T00:00:00,17164632545.0,Utama
SCCO,Supreme Cable Manufacturing & ,1982-07-20T00:00:00,822333600.0,Pengembangan
SCMA,Surya Citra Media Tbk.,2002-07-16T00:00:00,63564703280.0,Utama
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08T00:00:00,3600000.0,Pemantauan Khusus
SDMU,Sidomulyo Selaras Tbk.,2011-07-12T00:00:00,2250691100.0,Pengembangan
SDPC,Millennium Pharmacon Internati,1990-05-07T00:00:00,1274000000.0,Pengembangan
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15T00:00:00,14545267990.0,Pengembangan
SGRO,Prime Agri Resources Tbk.,2007-06-18T00:00:00,1818622000.0,Utama
SHID,Hotel Sahid Jaya International,1990-05-08T00:00:00,1119326168.0,Pengembangan
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18T00:00:00,30000000000.0,Utama
SILO,Siloam International Hospitals,2013-09-12T00:00:00,13006125000.0,Utama
SIMA,Siwani Makmur Tbk,1994-06-03T00:00:00,442589871.0,Pemantauan Khusus
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09T00:00:00,15501310000.0,Utama
SIPD,Sreeya Sewu Indonesia Tbk.,1996-12-27T00:00:00,1839102056.0,Pengembangan
SKBM,Sekar Bumi Tbk.,2012-09-28T00:00:00,1730103217.0,Pengembangan
SKLT,Sekar Laut Tbk.,1993-09-08T00:00:00,6907405000.0,Pengembangan
SKYB,Northcliff Citranusa Indonesia,2010-07-07T00:00:00,585000000.0,Pemantauan Khusus
SMAR,Sinar Mas Agro Resources and T,1992-11-20T00:00:00,2872193366.0,Utama
SMBR,Semen Baturaja (Persero) Tbk.,2013-06-28T00:00:00,9932534336.0,Utama
SMCB,Solusi Bangun Indonesia Tbk.,1977-08-10T00:00:00,9019381973.0,Pemantauan Khusus
SMDM,Suryamas Dutamakmur Tbk.,1995-10-12T00:00:00,4772138237.0,Pengembangan
SMDR,Samudera Indonesia  Tbk.,1999-07-05T00:00:00,16375600000.0,Utama
SMGR,Semen Indonesia (Persero) Tbk.,1991-07-08T00:00:00,6751540089.0,Utama
SMMA,Sinarmas Multiartha Tbk.,1995-07-05T00:00:00,6367664717.0,Pengembangan
SMMT,Golden Eagle Energy Tbk.,1997-12-01T00:00:00,3425000000.0,Pengembangan
SMRA,Summarecon Agung Tbk.,1990-05-07T00:00:00,16508568358.0,Utama
SMRU,SMR Utama Tbk.,2011-10-10T00:00:00,12499385782.0,Pemantauan Khusus
SMSM,Selamat Sempurna Tbk.,1996-09-09T00:00:00,5758675440.0,Utama
SOCI,Soechi Lines Tbk.,2014-12-03T00:00:00,7059000000.0,Pengembangan
SONA,Sona Topas Tourism Industry Tb,1992-07-21T00:00:00,662400000.0,Pemantauan Khusus
SPMA,Suparma Tbk.,1994-11-16T00:00:00,5330410085.0,Pengembangan
SQMI,Wilton Makmur Indonesia Tbk.,2004-07-15T00:00:00,15537591429.0,Pengembangan
SRAJ,Sejahteraraya Anugrahjaya Tbk.,2011-04-11T00:00:00,12238959990.0,Pengembangan
SRIL,Sri Rejeki Isman Tbk.,2013-06-17T00:00:00,20452176844.0,Pemantauan Khusus
SRSN,Indo Acidatama Tbk,1993-01-11T00:00:00,6020000000.0,Pengembangan
SRTG,Saratoga Investama Sedaya Tbk.,2013-06-26T00:00:00,13564835000.0,Utama
SSIA,Surya Semesta Internusa Tbk.,1997-03-27T00:00:00,4705249440.0,Utama
SSMS,Sawit Sumbermas Sarana Tbk.,2013-12-12T00:00:00,9525000000.0,Utama
SSTM,Sunson Textile Manufacture Tbk,1997-08-20T00:00:00,1170909181.0,Pengembangan
STAR,Calculus Global Ventures Tbk.,2011-07-13T00:00:00,4800000602.0,Pengembangan
STTP,Siantar Top Tbk.,1996-12-16T00:00:00,1310000000.0,Pengembangan
SUGI,Sugih Energy Tbk.,2002-06-19T00:00:00,24811541414.0,Pemantauan Khusus
SULI,SLJ Global Tbk.,1994-03-21T00:00:00,6320776836.0,Pengembangan
SUPR,Solusi Tunas Pratama Tbk.,2011-10-11T00:00:00,1137579698.0,Pemantauan Khusus
TALF,Tunas Alfin Tbk.,2014-01-17T00:00:00,1353435000.0,Pengembangan
TARA,Agung Semesta Sejahtera Tbk.,2014-07-11T00:00:00,10069645750.0,Pemantauan Khusus
TAXI,Express Transindo Utama Tbk.,2012-11-02T00:00:00,10223647156.0,Pemantauan Khusus
TBIG,Tower Bersama Infrastructure T,2010-10-26T00:00:00,22656999445.0,Utama
TBLA,Tunas Baru Lampung Tbk.,2000-02-14T00:00:00,6025373372.0,Utama
TBMS,Tembaga Mulia Semanan Tbk.,1990-05-23T00:00:00,734680000.0,Pengembangan
TCID,Mandom Indonesia Tbk.,1993-09-30T00:00:00,402133334.0,Pengembangan
TELE,Omni Inovasi Indonesia Tbk.,2012-01-12T00:00:00,7310929389.0,Pemantauan Khusus
TFCO,Tifico Fiber Indonesia Tbk.,1980-02-26T00:00:00,4823076400.0,Pemantauan Khusus
TGKA,Tigaraksa Satria Tbk.,1990-06-11T00:00:00,918492750.0,Pengembangan
TIFA,KDB Tifa Finance Tbk.,2011-07-08T00:00:00,3552213000.0,Pengembangan
TINS,TIMAH (Persero) Tbk.,1995-10-19T00:00:00,7447753454.0,Utama
TIRA,Tira Austenite Tbk,1993-07-27T00:00:00,588000000.0,Pengembangan
TIRT,Tirta Mahakam Resources Tbk,1999-12-13T00:00:00,1011774750.0,Pemantauan Khusus
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,1990-04-03T00:00:00,3113223570.0,Utama
TLKM,Telkom Indonesia (Persero) Tbk,1995-11-14T00:00:00,99062216600.0,Utama
TMAS,Temas Tbk.,2003-07-09T00:00:00,57051500000.0,Utama
TMPO,Tempo Intimedia Tbk.,2001-01-08T00:00:00,1058333250.0,Pengembangan
TOBA,TBS Energi Utama Tbk.,2012-07-06T00:00:00,8319512975.0,Utama
TOTL,Total Bangun Persada Tbk.,2006-07-25T00:00:00,3410000000.0,Utama
TOTO,Surya Toto Indonesia Tbk.,1990-10-30T00:00:00,10320000000.0,Utama
TOWR,Sarana Menara Nusantara Tbk.,2010-03-08T00:00:00,59098103731.0,Utama
TPIA,Chandra Asri Pacific Tbk.,2008-05-26T00:00:00,86511545092.0,Utama
TPMA,Trans Power Marine Tbk.,2013-02-20T00:00:00,3507420034.0,Utama
TRAM,Trada Alam Minera Tbk.,2008-09-10T00:00:00,49643627934.0,Pemantauan Khusus
TRIL,Triwira Insanlestari Tbk.,2008-01-28T00:00:00,1200000000.0,Pemantauan Khusus
TRIM,Trimegah Sekuritas Indonesia T,2000-01-31T00:00:00,7109300000.0,Utama
TRIO,Trikomsel Oke Tbk.,2009-04-14T00:00:00,26007494645.0,Pemantauan Khusus
TRIS,Trisula International Tbk.,2012-06-28T00:00:00,3141443831.0,Pengembangan
TRST,Trias Sentosa Tbk.,1990-07-02T00:00:00,2808000000.0,Pengembangan
TRUS,Trust Finance Indonesia Tbk,2002-11-28T00:00:00,800000000.0,Pengembangan
TSPC,Tempo Scan Pacific Tbk.,1994-06-17T00:00:00,4509864300.0,Utama
ULTJ,Ultrajaya Milk Industry & Trad,1990-07-02T00:00:00,10398175200.0,Utama
UNIC,Unggul Indah Cahaya Tbk.,1989-11-06T00:00:00,383331363.0,Utama
UNIT,Nusantara Inti Corpora Tbk,2002-04-18T00:00:00,75422200.0,Pengembangan
UNSP,Bakrie Sumatera Plantations Tb,1990-03-06T00:00:00,17005275078.0,Pemantauan Khusus
UNTR,United Tractors Tbk.,1989-09-19T00:00:00,3730135136.0,Utama
UNVR,Unilever Indonesia Tbk.,1982-01-11T00:00:00,38150000000.0,Utama
VICO,Victoria Investama Tbk.,2013-07-08T00:00:00,15217075658.0,Utama
VINS,Victoria Insurance Tbk.,2015-09-28T00:00:00,1553430759.0,Pengembangan
VIVA,Visi Media Asia Tbk.,2011-11-21T00:00:00,16464270400.0,Pemantauan Khusus
VOKS,Voksel Electric Tbk.,1990-12-20T00:00:00,4155602595.0,Pengembangan
VRNA,Mizuho Leasing Indonesia Tbk.,2008-06-25T00:00:00,5687353997.0,Pengembangan
WAPO,Wahana Pronatural Tbk.,2001-06-22T00:00:00,1240923111.0,Pengembangan
WEHA,WEHA Transportasi Indonesia Tb,2007-05-31T00:00:00,1460554819.0,Pengembangan
WICO,Wicaksana Overseas Internation,1994-08-08T00:00:00,2393710348.0,Pemantauan Khusus
WIIM,Wismilak Inti Makmur Tbk.,2012-12-18T00:00:00,2099873760.0,Utama
WIKA,Wijaya Karya (Persero) Tbk.,2007-10-29T00:00:00,39873063858.0,Pemantauan Khusus
WINS,Wintermar Offshore Marine Tbk.,2010-11-29T00:00:00,4523065893.0,Utama
WOMF,Wahana Ottomitra Multiartha Tb,2004-12-13T00:00:00,3481481480.0,Pengembangan
WSKT,Waskita Karya (Persero) Tbk.,2012-12-19T00:00:00,28806807016.0,Pemantauan Khusus
WTON,Wijaya Karya Beton Tbk.,2014-04-08T00:00:00,8715466600.0,Utama
YPAS,Yanaprima Hastapersada Tbk,2008-03-05T00:00:00,668000089.0,Pengembangan
YULE,Yulie Sekuritas Indonesia Tbk.,2004-12-10T00:00:00,1785000000.0,Pengembangan
ZBRA,Dosni Roha Indonesia Tbk.,1991-08-01T00:00:00,2510706263.0,Pemantauan Khusus
SHIP,Sillo Maritime Perdana Tbk.,2016-06-16T00:00:00,2719790000.0,Utama
CASA,Capital Financial Indonesia Tb,2016-07-19T00:00:00,54476269803.0,Pengembangan
DAYA,Duta Intidaya Tbk.,2016-06-28T00:00:00,2420547025.0,Pengembangan
DPUM,Dua Putra Utama Makmur Tbk.,2015-12-08T00:00:00,4175000000.0,Pengembangan
IDPR,Indonesia Pondasi Raya Tbk.,2015-12-10T00:00:00,2003000000.0,Pengembangan
JGLE,Graha Andrasentra Propertindo ,2016-06-29T00:00:00,22581909405.0,Pengembangan
KINO,Kino Indonesia Tbk.,2015-12-11T00:00:00,1428571500.0,Pengembangan
MARI,Mahaka Radio Integra Tbk.,2016-02-11T00:00:00,5252644000.0,Pemantauan Khusus
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26T00:00:00,5500000000.0,Pemantauan Khusus
MTRA,Mitra Pemuda Tbk.,2016-02-10T00:00:00,770000000.0,Pemantauan Khusus
OASA,Maharaksa Biru Energi Tbk.,2016-07-18T00:00:00,6347220000.0,Pengembangan
POWR,Cikarang Listrindo Tbk.,2016-06-14T00:00:00,16087156000.0,Utama
INCF,Indo Komoditi Korpora Tbk.,2016-09-06T00:00:00,1438370465.0,Pemantauan Khusus
WSBP,Waskita Beton Precast Tbk.,2016-09-20T00:00:00,56959163746.0,Pemantauan Khusus
PBSA,Paramita Bangun Sarana Tbk.,2016-09-28T00:00:00,3000000000.0,Pengembangan
PRDA,Prodia Widyahusada Tbk.,2016-12-07T00:00:00,937500000.0,Utama
BOGA,Apollo Global Interactive Tbk.,2016-12-19T00:00:00,3803526210.0,Pengembangan
BRIS,Bank Syariah Indonesia (Perser,2018-05-09T00:00:00,45667877639.0,Utama
PORT,Nusantara Pelabuhan Handal Tbk,2017-03-16T00:00:00,2813941985.0,Utama
CARS,Industri dan Perdagangan Bintr,2017-04-10T00:00:00,15000000000.0,Utama
MINA,Sanurhasta Mitra Tbk.,2017-04-28T00:00:00,9843750000.0,Pengembangan
CLEO,Sariguna Primatirta Tbk.,2017-05-05T00:00:00,24000000000.0,Utama
TAMU,Pelayaran Tamarin Samudra Tbk.,2017-05-10T00:00:00,37500000000.0,Pemantauan Khusus
CSIS,Cahayasakti Investindo Sukses ,2017-05-10T00:00:00,1829802981.0,Pengembangan
TGRA,Terregra Asia Energy Tbk.,2017-05-16T00:00:00,2750000000.0,Pemantauan Khusus
FIRE,Alfa Energi Investama Tbk.,2017-06-09T00:00:00,1475363179.0,Pengembangan
TOPS,Totalindo Eka Persada Tbk.,2017-06-16T00:00:00,33330000000.0,Pemantauan Khusus
KMTR,Kirana Megatara Tbk.,2017-06-19T00:00:00,8215366379.0,Pengembangan
ARMY,Armidian Karyatama Tbk.,2017-06-21T00:00:00,9006250000.0,Pemantauan Khusus
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21T00:00:00,2387922900.0,Pemantauan Khusus
WOOD,Integra Indocabinet Tbk.,2017-06-21T00:00:00,6437500000.0,Utama
HRTA,Hartadinata Abadi Tbk.,2017-06-21T00:00:00,4605262400.0,Utama
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22T00:00:00,15365229912.0,Pemantauan Khusus
HOKI,Buyung Poetra Sembada Tbk.,2017-06-22T00:00:00,9677752680.0,Pengembangan
MPOW,Megapower Makmur Tbk.,2017-07-05T00:00:00,816997053.0,Pengembangan
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12T00:00:00,3800000310.0,Utama
NASA,Andalan Perkasa Abadi Tbk.,2017-08-07T00:00:00,11004929322.0,Pemantauan Khusus
MDKI,Emdeki Utama Tbk.,2017-09-25T00:00:00,2530150002.0,Pengembangan
BELL,Trisula Textile Industries Tbk,2017-10-03T00:00:00,7250000000.0,Pengembangan
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05T00:00:00,1075862960.0,Pengembangan
GMFI,Garuda Maintenance Facility Ae,2017-10-10T00:00:00,124835258434.0,Pengembangan
MTWI,Malacca Trust Wuwungan Insuran,2017-10-12T00:00:00,2924486639.0,Pengembangan
ZINC,Kapuas Prima Coal Tbk.,2017-10-16T00:00:00,25250000000.0,Pemantauan Khusus
MCAS,M Cash Integrasi Tbk.,2017-11-01T00:00:00,867933300.0,Pengembangan
PPRE,PP Presisi Tbk.,2017-11-24T00:00:00,10224271000.0,Pengembangan
WEGE,Wijaya Karya Bangunan Gedung T,2017-11-30T00:00:00,9572000000.0,Pengembangan
PSSI,IMC Pelita Logistik Tbk.,2017-12-05T00:00:00,5417063153.0,Utama
MORA,Ekamas Mora Republik Tbk.,2022-08-08T00:00:00,47774192736.0,Utama
DWGL,Dwi Guna Laksana Tbk.,2017-12-13T00:00:00,9252820991.0,Pengembangan
PBID,Panca Budi Idaman Tbk.,2017-12-13T00:00:00,7500000000.0,Utama
JMAS,Asuransi Jiwa Syariah Jasa Mit,2017-12-18T00:00:00,1000000000.0,Pengembangan
CAMP,Campina Ice Cream Industry Tbk,2017-12-19T00:00:00,5885000000.0,Pengembangan
IPCM,Jasa Armada Indonesia Tbk.,2017-12-22T00:00:00,5284811100.0,Utama
PCAR,Prima Cakrawala Abadi Tbk.,2017-12-29T00:00:00,1166666700.0,Pemantauan Khusus
LCKM,LCK Global Kedaton Tbk.,2018-01-16T00:00:00,1000000000.0,Pengembangan
BOSS,Borneo Olah Sarana Sukses Tbk.,2018-02-15T00:00:00,1400000000.0,Pemantauan Khusus
HELI,Jaya Trishindo Tbk.,2018-03-27T00:00:00,832862387.0,Pengembangan
JSKY,Sky Energy Indonesia Tbk.,2018-03-28T00:00:00,2032540000.0,Pemantauan Khusus
INPS,Indah Prakasa Sentosa Tbk.,2018-04-06T00:00:00,650000000.0,Pemantauan Khusus
GHON,Gihon Telekomunikasi Indonesia,2018-04-09T00:00:00,550000000.0,Pengembangan
TDPM,Tianrong Chemicals Industry Tb,2018-04-09T00:00:00,10485050500.0,Pemantauan Khusus
DFAM,Dafam Property Indonesia Tbk.,2018-04-27T00:00:00,1899852850.0,Pengembangan
NICK,Charnic Capital Tbk.,2018-05-02T00:00:00,651150000.0,Pengembangan
BTPS,Bank BTPN Syariah Tbk.,2018-05-08T00:00:00,7626663000.0,Utama
SPTO,Surya Pertiwi Tbk.,2018-05-14T00:00:00,2700000000.0,Utama
PRIM,Royal Prima Tbk.,2018-05-15T00:00:00,3393434905.0,Pengembangan
HEAL,Medikaloka Hermina Tbk.,2018-05-16T00:00:00,15365950000.0,Utama
TRUK,Guna Timur Raya Tbk.,2018-05-23T00:00:00,435000000.0,Pengembangan
PZZA,Sarimelati Kencana Tbk.,2018-05-23T00:00:00,3021875000.0,Pengembangan
TUGU,Asuransi Tugu Pratama Indonesi,2018-05-28T00:00:00,3555575600.0,Utama
MSIN,MNC Digital Entertainment Tbk.,2018-06-08T00:00:00,60676178205.0,Utama
SWAT,Sriwahana Adityakarta Tbk.,2018-06-08T00:00:00,3019200000.0,Pemantauan Khusus
TNCA,Trimuda Nuansa Citra Tbk.,2018-06-28T00:00:00,421640000.0,Pengembangan
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05T00:00:00,28504000000.0,Utama
TCPI,Transcoal Pacific Tbk.,2018-07-06T00:00:00,5000000000.0,Pengembangan
IPCC,Indonesia Kendaraan Terminal T,2018-07-09T00:00:00,1818384820.0,Utama
RISE,Jaya Sukses Makmur Sentosa Tbk,2018-07-09T00:00:00,16198599990.0,Pengembangan
BPTR,Batavia Prosperindo Trans Tbk.,2018-07-09T00:00:00,3534000000.0,Pengembangan
POLL,Pollux Properties Indonesia Tb,2018-07-11T00:00:00,8318823600.0,Pemantauan Khusus
NFCX,NFC Indonesia Tbk.,2018-07-12T00:00:00,666667500.0,Pengembangan
MGRO,Mahkota Group Tbk.,2018-07-12T00:00:00,3554445700.0,Pengembangan
NUSA,Sinergi Megah Internusa Tbk.,2018-07-12T00:00:00,7700000148.0,Pemantauan Khusus
FILM,MD Entertainment Tbk.,2018-08-07T00:00:00,10887566758.0,Utama
ANDI,Andira Agro Tbk.,2018-08-16T00:00:00,9350000000.0,Pemantauan Khusus
LAND,Trimitra Propertindo Tbk.,2018-08-23T00:00:00,2792620000.0,Pengembangan
MOLI,Madusari Murni Indah Tbk.,2018-08-30T00:00:00,2724036581.0,Pengembangan
PANI,Pantai Indah Kapuk Dua Tbk.,2018-09-18T00:00:00,18189502198.0,Utama
DIGI,Arkadia Digital Media Tbk.,2018-09-18T00:00:00,1625000000.0,Pemantauan Khusus
CITY,Natura City Developments Tbk.,2018-09-28T00:00:00,5405188966.0,Pengembangan
SAPX,Satria Antaran Prima Tbk.,2018-10-03T00:00:00,833333300.0,Pengembangan
SURE,Super Energy Tbk.,2018-10-05T00:00:00,1497576771.0,Pengembangan
HKMU,HK Metals Utama Tbk.,2018-10-09T00:00:00,3221750000.0,Pemantauan Khusus
MPRO,Maha Properti Indonesia Tbk.,2018-10-09T00:00:00,9942500000.0,Pengembangan
DUCK,Jaya Bersama Indo Tbk.,2018-10-10T00:00:00,1283330000.0,Pemantauan Khusus
GOOD,Garudafood Putra Putri Jaya Tb,2018-10-10T00:00:00,36897901455.0,Utama
SKRN,Superkrane Mitra Utama Tbk.,2018-10-11T00:00:00,7500000000.0,Utama
YELO,Yelooo Integra Datanet Tbk.,2018-10-29T00:00:00,1912774405.0,Pengembangan
CAKK,Cahayaputra Asa Keramik Tbk.,2018-10-31T00:00:00,1203300219.0,Pengembangan
SATU,Kota Satu Properti Tbk.,2018-11-05T00:00:00,1375000000.0,Pengembangan
SOSS,ALSOK Indonesia Services Tbk.,2018-11-06T00:00:00,974525743.0,Pemantauan Khusus
DEAL,Dewata Freightinternational Tb,2018-11-11T00:00:00,1146170959.0,Pemantauan Khusus
POLA,Pool Advista Finance Tbk.,2018-11-16T00:00:00,3351075600.0,Pengembangan
DIVA,Distribusi Voucher Nusantara T,2018-11-27T00:00:00,1428571400.0,Pengembangan
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28T00:00:00,715749640.0,Pengembangan
URBN,Urban Jakarta Propertindo Tbk.,2018-12-10T00:00:00,3232122640.0,Pemantauan Khusus
SOTS,Satria Mega Kencana Tbk.,2018-12-10T00:00:00,1000003979.0,Pengembangan
ZONE,Mega Perintis Tbk.,2018-12-12T00:00:00,870171478.0,Pengembangan
PEHA,Phapros Tbk.,2018-12-26T00:00:00,840000000.0,Pengembangan
FOOD,Sentra Food Indonesia Tbk.,2019-01-08T00:00:00,650000000.0,Pemantauan Khusus
BEEF,Estika Tata Tiara Tbk.,2019-01-10T00:00:00,8120249598.0,Pengembangan
POLI,Pollux Hotels Group Tbk.,2019-01-10T00:00:00,2010526400.0,Pengembangan
CLAY,Citra Putra Realty Tbk.,2019-01-18T00:00:00,2570000000.0,Pengembangan
NATO,Olympus Strategic Indonesia Tb,2019-01-18T00:00:00,8001111504.0,Pengembangan
JAYA,Armada Berjaya Trans Tbk.,2019-02-21T00:00:00,798499394.0,Pengembangan
COCO,Wahana Interfood Nusantara Tbk,2019-03-20T00:00:00,14237823696.0,Pengembangan
MTPS,Meta Epsi Tbk.,2019-04-10T00:00:00,2084850829.0,Pemantauan Khusus
CPRI,Capri Nusa Satu Properti Tbk.,2019-04-11T00:00:00,2433379958.0,Pemantauan Khusus
HRME,Menteng Heritage Realty Tbk.,2019-04-12T00:00:00,5958750000.0,Pemantauan Khusus
