code,name,listing_date,shares,listing_board
POSA,Bliss Properti Indonesia Tbk.,2019-05-10T00:00:00,8388870206.0,Pemantauan Khusus
JAST,Jasnita Telekomindo Tbk.,2019-05-16T00:00:00,1082575738.0,Pengembangan
FITT,Hotel Fitra International Tbk.,2019-06-11T00:00:00,1304272051.0,Pengembangan
BOLA,Bali Bintang Sejahtera Tbk.,2019-06-17T00:00:00,6000000000.0,Utama
CCSI,Communication Cable Systems In,2019-06-18T00:00:00,1333333331.0,Pengembangan
SFAN,Surya Fajar Capital Tbk.,2019-06-19T00:00:00,1359934021.0,Pengembangan
POLU,Golden Flower Tbk.,2019-06-26T00:00:00,750000000.0,Pengembangan
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01T00:00:00,500000000.0,Pengembangan
KAYU,Darmi Bersaudara Tbk.,2019-07-04T00:00:00,665000000.0,Pemantauan Khusus
ITIC,Indonesian Tobacco Tbk.,2019-07-04T00:00:00,940720000.0,Pengembangan
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05T00:00:00,3125000000.0,Pengembangan
IPTV,MNC Vision Networks Tbk.,2019-07-08T00:00:00,42197950841.0,Pemantauan Khusus
BLUE,Berkah Prima Perkasa Tbk.,2019-07-08T00:00:00,418000000.0,Pengembangan
ENVY,Envy Technologies Indonesia Tb,2019-07-08T00:00:00,1800000000.0,Pemantauan Khusus
EAST,Eastparc Hotel Tbk.,2019-07-09T00:00:00,4126405336.0,Pengembangan
LIFE,MSIG Life Insurance Indonesia ,2019-07-09T00:00:00,2100000000.0,Pengembangan
FUJI,Fuji Finance Indonesia Tbk.,2019-07-09T00:00:00,1300000000.0,Pengembangan
KOTA,DMS Propertindo Tbk.,2019-07-09T00:00:00,10546185701.0,Utama
INOV,Inocycle Technology Group Tbk.,2019-07-10T00:00:00,1808221900.0,Pengembangan
ARKA,Arkha Jayanti Persada Tbk.,2019-07-10T00:00:00,2000000000.0,Pemantauan Khusus
SMKL,Satyamitra Kemas Lestari Tbk.,2019-07-11T00:00:00,3418085290.0,Pengembangan
HDIT,Hensel Davest Indonesia Tbk.,2019-07-12T00:00:00,1524680000.0,Utama
KEEN,Kencana Energi Lestari Tbk.,2019-09-02T00:00:00,3666312500.0,Utama
BAPI,Bhakti Agung Propertindo Tbk.,2019-09-16T00:00:00,5591980103.0,Pemantauan Khusus
TFAS,Telefast Indonesia Tbk.,2019-09-17T00:00:00,1666666500.0,Pengembangan
GGRP,Gunung Raja Paksi Tbk.,2019-09-19T00:00:00,12111376157.0,Pengembangan
OPMS,Optima Prima Metal Sinergi Tbk,2019-09-23T00:00:00,1000000000.0,Pengembangan
NZIA,Nusantara Almazia Tbk.,2019-09-25T00:00:00,2197540705.0,Pengembangan
SLIS,Gaya Abadi Sempurna Tbk.,2019-10-07T00:00:00,2463367996.0,Pengembangan
PURE,Trinitan Metals and Minerals T,2019-10-09T00:00:00,1375181505.0,Pemantauan Khusus
IRRA,Itama Ranoraya Tbk.,2019-10-15T00:00:00,1600000000.0,Pengembangan
DMMX,Digital Mediatama Maxima Tbk.,2019-10-21T00:00:00,7692307700.0,Pengembangan
SINI,Singaraja Putra Tbk.,2019-11-08T00:00:00,1202500000.0,Pemantauan Khusus
WOWS,Ginting Jaya Energi Tbk.,2019-11-08T00:00:00,2475720000.0,Pengembangan
ESIP,Sinergi Inti Plastindo Tbk.,2019-11-14T00:00:00,1109953847.0,Pengembangan
TEBE,Dana Brata Luhur Tbk.,2019-11-18T00:00:00,1285000000.0,Utama
KEJU,Mulia Boga Raya Tbk.,2019-11-25T00:00:00,5624999999.0,Utama
PSGO,Palma Serasih Tbk.,2019-11-25T00:00:00,18850000000.0,Utama
AGAR,Asia Sejahtera Mina Tbk.,2019-12-02T00:00:00,1000000000.0,Pengembangan
IFSH,Ifishdeco Tbk.,2019-12-05T00:00:00,2125000000.0,Pemantauan Khusus
REAL,Repower Asia Indonesia Tbk.,2019-12-06T00:00:00,6633610151.0,Pengembangan
IFII,Indonesia Fibreboard Industry ,2019-12-10T00:00:00,9412000000.0,Pengembangan
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18T00:00:00,13755600000.0,Pengembangan
UCID,Uni-Charm Indonesia Tbk.,2019-12-20T00:00:00,4156572300.0,Utama
GLVA,Galva Technologies Tbk.,2019-12-23T00:00:00,1500000000.0,Utama
PGJO,Bahtera Bumi Raya Tbk.,2020-01-08T00:00:00,795859095.0,Pemantauan Khusus
AMAR,Bank Amar Indonesia Tbk.,2020-01-09T00:00:00,18197283760.0,Utama
CSRA,Cisadane Sawit Raya Tbk.,2020-01-09T00:00:00,2050000000.0,Pengembangan
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13T00:00:00,4480741638.0,Pengembangan
AMOR,Ashmore Asset Management Indon,2020-01-14T00:00:00,2222222400.0,Pengembangan
TRIN,Perintis Triniti Properti Tbk.,2020-01-15T00:00:00,4551457789.0,Pengembangan
DMND,Diamond Food Indonesia Tbk.,2020-01-22T00:00:00,9468359000.0,Utama
PURA,Putra Rajawali Kencana Tbk.,2020-01-29T00:00:00,6301930902.0,Pemantauan Khusus
PTPW,Pratama Widya Tbk.,2020-02-07T00:00:00,878187500.0,Pengembangan
TAMA,Lancartama Sejati Tbk.,2020-02-10T00:00:00,1200000696.0,Pengembangan
IKAN,Era Mandiri Cemerlang Tbk.,2020-02-12T00:00:00,833333000.0,Pengembangan
SAMF,Saraswanti Anugerah Makmur Tbk,2020-03-31T00:00:00,10250000000.0,Utama
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08T00:00:00,4752982378.0,Pemantauan Khusus
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08T00:00:00,7150002603.0,Pemantauan Khusus
CBMF,Cahaya Bintang Medan Tbk.,2020-04-09T00:00:00,1875000000.0,Pemantauan Khusus
RONY,Aracord Nusantara Group Tbk.,2020-04-09T00:00:00,1250000000.0,Pengembangan
CSMI,Cipta Selera Murni Tbk.,2020-04-09T00:00:00,816061500.0,Pengembangan
BBSS,Bumi Benowo Sukses Sejahtera T,2020-04-15T00:00:00,4800016020.0,Pengembangan
BHAT,Bhakti Multi Artha Tbk.,2020-04-15T00:00:00,5000000000.0,Pengembangan
CASH,Cashlez Worldwide Indonesia Tb,2020-05-04T00:00:00,2427802216.0,Akselerasi
TECH,Indosterling Technomedia Tbk.,2020-06-04T00:00:00,1256300000.0,Pemantauan Khusus
EPAC,Megalestari Epack Sentosaraya ,2020-07-01T00:00:00,3303400000.0,Pengembangan
UANG,Pakuan Tbk.,2020-07-06T00:00:00,1210000000.0,Pengembangan
PGUN,Pradiksi Gunatama Tbk.,2020-07-07T00:00:00,5737848882.0,Pengembangan
SOFA,Solusi Environment Asia Tbk.,2020-07-07T00:00:00,1653574499.0,Akselerasi
PPGL,Prima Globalindo Logistik Tbk.,2020-07-20T00:00:00,771178020.0,Akselerasi
TOYS,Sunindo Adipersada Tbk.,2020-08-06T00:00:00,1435000712.0,Pemantauan Khusus
SGER,Sumber Global Energy Tbk.,2020-08-10T00:00:00,15586909438.0,Utama
TRJA,Transkon Jaya Tbk.,2020-08-27T00:00:00,1510200000.0,Pengembangan
PNGO,AEP Pinago Plantations Tbk.,2020-08-31T00:00:00,781250000.0,Pemantauan Khusus
SCNP,Selaras Citra Nusantara Perkas,2020-09-07T00:00:00,2500000000.0,Pengembangan
BBSI,Krom Bank Indonesia Tbk.,2020-09-07T00:00:00,3637976068.0,Utama
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07T00:00:00,800000000.0,Pengembangan
PURI,Puri Global Sukses Tbk.,2020-09-08T00:00:00,1000000000.0,Pengembangan
SOHO,Soho Global Health Tbk.,2020-09-08T00:00:00,12691682390.0,Pengembangan
HOMI,Grand House Mulia Tbk.,2020-09-10T00:00:00,1575000000.0,Pengembangan
ROCK,Rockfields Properti Indonesia ,2020-09-10T00:00:00,1435185100.0,Pengembangan
ENZO,Morenzo Abadi Perkasa Tbk.,2020-09-14T00:00:00,2162547122.0,Pengembangan
PLAN,Planet Properindo Jaya Tbk.,2020-09-15T00:00:00,896709596.0,Akselerasi
PTDU,Djasa Ubersakti Tbk.,2020-12-08T00:00:00,1500000000.0,Pemantauan Khusus
ATAP,Trimitra Prawara Goldland Tbk.,2020-12-11T00:00:00,1250000000.0,Pengembangan
VICI,Victoria Care Indonesia Tbk.,2020-12-17T00:00:00,6708000000.0,Utama
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18T00:00:00,2588300000.0,Pemantauan Khusus
BANK,Bank Aladin Syariah Tbk.,2021-02-01T00:00:00,14793174908.0,Pengembangan
WMUU,Widodo Makmur Unggas Tbk.,2021-02-02T00:00:00,12941176500.0,Pengembangan
EDGE,Indointernet Tbk.,2021-02-08T00:00:00,2020250000.0,Pengembangan
UNIQ,Ulima Nitra Tbk.,2021-03-08T00:00:00,3138983000.0,Pengembangan
BEBS,Berkah Beton Sadaya Tbk.,2021-03-10T00:00:00,45000000000.0,Pemantauan Khusus
SNLK,Sunter Lakeside Hotel Tbk.,2021-03-29T00:00:00,450000000.0,Pengembangan
ZYRX,Zyrexindo Mandiri Buana Tbk.,2021-03-30T00:00:00,1333334556.0,Pengembangan
LFLO,Imago Mulia Persada Tbk.,2021-04-07T00:00:00,1307734937.0,Akselerasi
FIMP,Fimperkasa Utama Tbk.,2021-04-09T00:00:00,400000975.0,Pemantauan Khusus
TAPG,Triputra Agro Persada Tbk.,2021-04-12T00:00:00,19852540000.0,Utama
NPGF,Nusa Palapa Gemilang Tbk.,2021-04-14T00:00:00,3240235840.0,Pengembangan
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05T00:00:00,1514773893.0,Akselerasi
ADCP,Adhi Commuter Properti Tbk.,2021-05-21T00:00:00,22222222200.0,Pengembangan
HOPE,Harapan Duta Pertiwi Tbk.,2021-05-24T00:00:00,2130360203.0,Pengembangan
MGLV,NexAI Digital Infrastruktur Tb,2021-06-08T00:00:00,1904883411.0,Akselerasi
TRUE,Triniti Dinamik Tbk.,2021-06-10T00:00:00,7571107860.0,Pengembangan
LABA,Green Power Group Tbk.,2021-06-10T00:00:00,1103402553.0,Pengembangan
ARCI,Archi Indonesia Tbk.,2021-06-28T00:00:00,25235000000.0,Pengembangan
IPAC,Era Graharealty Tbk.,2021-06-30T00:00:00,949868500.0,Akselerasi
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30T00:00:00,1387737233.0,Utama
BMHS,Bundamedik Tbk.,2021-07-06T00:00:00,8603416176.0,Utama
FLMC,Falmaco Nonwoven Industri Tbk.,2021-07-08T00:00:00,781250000.0,Akselerasi
NICL,PAM Mineral Tbk.,2021-07-09T00:00:00,10635644907.0,Pengembangan
UVCR,Trimegah Karya Pratama Tbk.,2021-07-27T00:00:00,2000144838.0,Pengembangan
BUKA,Bukalapak.com Tbk.,2021-08-06T00:00:00,103167090767.0,Ekonomi Baru
HAIS,Hasnur Internasional Shipping ,2021-09-01T00:00:00,2626250000.0,Pengembangan
OILS,Indo Oil Perkasa Tbk.,2021-09-06T00:00:00,454056563.0,Pengembangan
GPSO,Geoprima Solusi Tbk.,2021-09-06T00:00:00,733415103.0,Pengembangan
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07T00:00:00,3555560000.0,Utama
RSGK,Kedoya Adyaraya Tbk.,2021-09-08T00:00:00,929675000.0,Pengembangan
RUNS,Global Sukses Solusi Tbk.,2021-09-08T00:00:00,983557875.0,Akselerasi
SBMA,Surya Biru Murni Acetylene Tbk,2021-09-08T00:00:00,929926282.0,Pengembangan
CMNT,Cemindo Gemilang Tbk.,2021-09-08T00:00:00,17125504000.0,Pengembangan
GTSI,GTS Internasional Tbk.,2021-09-08T00:00:00,15819142767.0,Pengembangan
IDEA,Idea Indonesia Akademi Tbk.,2021-09-09T00:00:00,1062437500.0,Akselerasi
KUAS,Ace Oldfields Tbk.,2021-10-25T00:00:00,1292808150.0,Pengembangan
BOBA,Formosa Ingredient Factory Tbk,2021-11-01T00:00:00,1155750000.0,Pengembangan
MTEL,Dayamitra Telekomunikasi Tbk.,2021-11-22T00:00:00,83559677444.0,Utama
DEPO,Caturkarda Depo Bangunan Tbk.,2021-11-25T00:00:00,6790000000.0,Pengembangan
BINO,Perma Plasindo Tbk.,2021-11-25T00:00:00,2275316111.0,Pengembangan
CMRY,Cisarua Mountain Dairy Tbk.,2021-12-06T00:00:00,7934683000.0,Utama
WGSH,Wira Global Solusi Tbk.,2021-12-06T00:00:00,2085000000.0,Akselerasi
TAYS,Jaya Swarasa Agung Tbk.,2021-12-06T00:00:00,1098920000.0,Pengembangan
ADMR,Alamtri Minerals Indonesia Tbk,2022-01-03T00:00:00,40882331500.0,Utama
SEMA,Semacom Integrated Tbk.,2022-01-10T00:00:00,1347258842.0,Pengembangan
ASLC,Autopedia Sukses Lestari Tbk.,2022-01-25T00:00:00,12746354780.0,Pengembangan
NETV,MDTV Media Technologies Tbk.,2022-01-26T00:00:00,41360517722.0,Pengembangan
BAUT,Mitra Angkasa Sejahtera Tbk.,2022-01-28T00:00:00,4800182969.0,Pemantauan Khusus
ENAK,Champ Resto Indonesia Tbk.,2022-02-08T00:00:00,2166666800.0,Pengembangan
NTBK,Nusatama Berkah Tbk.,2022-02-09T00:00:00,2700064877.0,Pengembangan
SMKM,Sumber Mas Konstruksi Tbk.,2022-03-09T00:00:00,1253000000.0,Akselerasi
STAA,Sumber Tani Agung Resources Tb,2022-03-10T00:00:00,10903372600.0,Utama
NANO,Nanotech Indonesia Global Tbk.,2022-03-10T00:00:00,4285440269.0,Akselerasi
BIKE,Bhineka Inovasi Ketahanan Ener,2022-03-21T00:00:00,1293916404.0,Pengembangan
WIRG,WIR ASIA Tbk.,2022-04-04T00:00:00,11938622394.0,Pengembangan
SICO,Sigma Energy Compressindo Tbk.,2022-04-08T00:00:00,910077764.0,Pengembangan
GOTO,GoTo Gojek Tokopedia Tbk.,2022-04-11T00:00:00,1140573267220.0,Pengembangan
TLDN,Teladan Prima Agro Tbk.,2022-04-12T00:00:00,12946530200.0,Utama
MTMH,Murni Sadar Tbk.,2022-04-20T00:00:00,2068526950.0,Utama
WINR,Winner Nusantara Jaya Tbk.,2022-04-25T00:00:00,5235316030.0,Pemantauan Khusus
IBOS,Indo Boga Sukses Tbk.,2022-04-25T00:00:00,8065789529.0,Akselerasi
OLIV,Atlas Nexus Group Tbk.,2022-05-17T00:00:00,1900073314.0,Akselerasi
ASHA,Cilacap Samudera Fishing Indus,2022-05-27T00:00:00,5000000000.0,Pengembangan
SWID,Saraswanti Indoland Developmen,2022-07-07T00:00:00,5385019201.0,Pengembangan
TRGU,Cerestar Indonesia Tbk.,2022-07-08T00:00:00,7945412700.0,Utama
ARKO,Arkora Hydro Tbk.,2022-07-08T00:00:00,2928495000.0,Pengembangan
CHEM,Chemstar Indonesia Tbk.,2022-07-08T00:00:00,1700014594.0,Pengembangan
DEWI,Dewi Shri Farmindo Tbk.,2022-07-18T00:00:00,2000000000.0,Pengembangan
AXIO,Tera Data Indonusa Tbk.,2022-07-20T00:00:00,5840126500.0,Pengembangan
KRYA,Bangun Karya Perkasa Jaya Tbk.,2022-07-25T00:00:00,1663943474.0,Pengembangan
HATM,Habco Trans Maritima Tbk.,2022-07-26T00:00:00,8680000000.0,Utama
RCCC,Utama Radar Cahaya Tbk.,2022-08-02T00:00:00,787500000.0,Akselerasi
GULA,Aman Agrindo Tbk.,2022-08-03T00:00:00,1070362500.0,Pengembangan
JARR,Jhonlin Agro Raya Tbk.,2022-08-04T00:00:00,9230665050.0,Utama
AMMS,Agung Menjangan Mas Tbk.,2022-08-04T00:00:00,1235296802.0,Akselerasi
RAFI,Sari Kreasi Boga Tbk.,2022-08-05T00:00:00,3128140475.0,Pemantauan Khusus
KKES,Kusuma Kemindo Sentosa Tbk.,2022-08-08T00:00:00,1500000000.0,Pemantauan Khusus
ELPI,Pelayaran Nasional Ekalya Purn,2022-08-08T00:00:00,9524420000.0,Utama
EURO,Estee Gold Feet Tbk.,2022-08-08T00:00:00,2548826428.0,Akselerasi
KLIN,Klinko Karya Imaji Tbk.,2022-08-09T00:00:00,1307530330.0,Akselerasi
TOOL,Rohartindo Nusantara Luas Tbk.,2022-08-09T00:00:00,2050020320.0,Pengembangan
BUAH,Segar Kumala Indonesia Tbk.,2022-08-09T00:00:00,2000000000.0,Pengembangan
CRAB,Toba Surimi Industries Tbk.,2022-08-10T00:00:00,1950000000.0,Pengembangan
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10T00:00:00,1562500000.0,Pengembangan
COAL,Black Diamond Resources Tbk.,2022-09-07T00:00:00,6250000000.0,Pengembangan
PRAY,Famon Awal Bros Sedaya Tbk.,2022-11-08T00:00:00,13959422300.0,Utama
CBUT,Citra Borneo Utama Tbk.,2022-11-08T00:00:00,3125000000.0,Utama
BELI,Global Digital Niaga Tbk.,2022-11-08T00:00:00,137218985689.0,Pengembangan
MKTR,Menthobi Karyatama Raya Tbk.,2022-11-08T00:00:00,12060428584.0,Utama
OMED,Jayamas Medica Industri Tbk.,2022-11-08T00:00:00,27058850000.0,Utama
BSBK,Wulandari Bangun Laksana Tbk.,2022-11-08T00:00:00,25091882375.0,Pengembangan
PDPP,Primadaya Plastisindo Tbk.,2022-11-09T00:00:00,3061341438.0,Pengembangan
KDTN,Puri Sentul Permai Tbk.,2022-11-09T00:00:00,1250023298.0,Pengembangan
ZATA,Bersama Zatta Jaya Tbk.,2022-11-10T00:00:00,8496000000.0,Pengembangan
NINE,Techno9 Indonesia Tbk.,2022-12-05T00:00:00,2157000000.0,Akselerasi
MMIX,Multi Medika Internasional Tbk,2022-12-06T00:00:00,4800425380.0,Pengembangan
PADA,Personel Alih Daya Tbk.,2022-12-08T00:00:00,3150000000.0,Pengembangan
ISAP,Isra Presisi Indonesia Tbk.,2022-12-09T00:00:00,4020356081.0,Akselerasi
VTNY,Venteny Fortuna International ,2022-12-15T00:00:00,6265193445.0,Pengembangan
SOUL,Mitra Tirta Buwana Tbk.,2023-01-06T00:00:00,1082526223.0,Akselerasi
ELIT,Data Sinergitama Jaya Tbk.,2023-01-06T00:00:00,2031643057.0,Pengembangan
BEER,Jobubu Jarum Minahasa Tbk.,2023-01-06T00:00:00,4000000000.0,Pengembangan
CBPE,Citra Buana Prasida Tbk.,2023-01-06T00:00:00,1356250000.0,Pengembangan
SUNI,Sunindo Pratama Tbk.,2023-01-09T00:00:00,2500000000.0,Utama
CBRE,Cakra Buana Resources Energi T,2023-01-09T00:00:00,4538067441.0,Pengembangan
WINE,Hatten Bali Tbk.,2023-01-10T00:00:00,2710000000.0,Pengembangan
BMBL,Lavender Bina Cendikia Tbk.,2023-01-11T00:00:00,1030080995.0,Akselerasi
PEVE,Penta Valent Tbk.,2023-01-24T00:00:00,1765625000.0,Pengembangan
LAJU,Jasa Berdikari Logistics Tbk.,2023-01-27T00:00:00,2149942974.0,Pengembangan
FWCT,Wijaya Cahaya Timber Tbk.,2023-02-01T00:00:00,1963000000.0,Pengembangan
NAYZ,Hassana Boga Sejahtera Tbk.,2023-02-06T00:00:00,2550011472.0,Akselerasi
IRSX,Folago Global Nusantara Tbk.,2023-02-07T00:00:00,6195047377.0,Pengembangan
PACK,Abadi Nusantara Hijau Investam,2023-02-08T00:00:00,34100039575.0,Akselerasi
VAST,Vastland Indonesia Tbk.,2023-02-08T00:00:00,3055737049.0,Pengembangan
CHIP,Pelita Teknologi Global Tbk.,2023-02-08T00:00:00,806000000.0,Akselerasi
HALO,Haloni Jane Tbk.,2023-02-08T00:00:00,6078729117.0,Pengembangan
KING,Hoffmen Cleanindo Tbk.,2023-02-16T00:00:00,2602852170.0,Akselerasi
PGEO,Pertamina Geothermal Energy Tb,2023-02-24T00:00:00,41899535623.0,Utama
FUTR,Futura Energi Global Tbk.,2023-02-27T00:00:00,6635551959.0,Pengembangan
HILL,Hillcon Tbk.,2023-03-01T00:00:00,14741500000.0,Pemantauan Khusus
BDKR,Berdikari Pondasi Perkasa Tbk.,2023-03-03T00:00:00,4725101522.0,Utama
PTMP,Mitra Pack Tbk.,2023-03-06T00:00:00,3169200000.0,Pengembangan
SAGE,Saptausaha Gemilangindah Tbk.,2023-03-08T00:00:00,8033527260.0,Pemantauan Khusus
TRON,Teknologi Karya Digital Nusa T,2023-03-08T00:00:00,2951328448.0,Pengembangan
CUAN,Petrindo Jaya Kreasi Tbk.,2023-03-08T00:00:00,112418900000.0,Utama
NSSS,Nusantara Sawit Sejahtera Tbk.,2023-03-10T00:00:00,23801568645.0,Pengembangan
GTRA,Grahaprima Suksesmandiri Tbk.,2023-03-30T00:00:00,1894375000.0,Pengembangan
HAJJ,Arsy Buana Travelindo Tbk.,2023-04-05T00:00:00,2468527572.0,Akselerasi
JATI,Informasi Teknologi Indonesia ,2023-05-08T00:00:00,3262520106.0,Pengembangan
TYRE,King Tire Indonesia Tbk.,2023-05-08T00:00:00,3480581727.0,Pengembangan
MPXL,MPX Logistics International Tb,2023-05-09T00:00:00,2000014587.0,Pengembangan
SMIL,Sarana Mitra Luas Tbk.,2023-05-12T00:00:00,8751668239.0,Utama
KLAS,Pelayaran Kurnia Lautan Semest,2023-06-12T00:00:00,3644415975.0,Pengembangan
MAXI,Maxindo Karya Anugerah Tbk.,2023-06-12T00:00:00,9610099981.0,Pengembangan
VKTR,VKTR Teknologi Mobilitas Tbk.,2023-06-19T00:00:00,43750000000.0,Pengembangan
RELF,Graha Mitra Asia Tbk.,2023-06-22T00:00:00,5727832195.0,Akselerasi
AMMN,Amman Mineral Internasional Tb,2023-07-07T00:00:00,72518217656.0,Utama
CRSN,Carsurin Tbk.,2023-07-10T00:00:00,2892000000.0,Pengembangan
GRPM,Graha Prima Mentari Tbk.,2023-07-10T00:00:00,1571666469.0,Akselerasi
WIDI,Widiant Jaya Krenindo Tbk.,2023-07-10T00:00:00,1600031683.0,Akselerasi
TGUK,Platinum Wahab Nusantara Tbk.,2023-07-10T00:00:00,3571451815.0,Pemantauan Khusus
INET,Sinergi Inti Andalan Prima Tbk,2023-07-24T00:00:00,22375261532.0,Pengembangan
MAHA,Mandiri Herindo Adiperkasa Tbk,2023-07-25T00:00:00,16666000000.0,Utama
RMKO,Royaltama Mulia Kontraktorindo,2023-07-31T00:00:00,1576720595.0,Pengembangan
CNMA,Nusantara Sejahtera Raya Tbk.,2023-08-02T00:00:00,83345000000.0,Pengembangan
FOLK,Multi Garam Utama Tbk.,2023-08-07T00:00:00,4091357544.0,Pengembangan
HBAT,Minahasa Membangun Hebat Tbk.,2023-08-07T00:00:00,1040740800.0,Akselerasi
GRIA,Ingria Pratama Capitalindo Tbk,2023-08-08T00:00:00,7375720674.0,Pengembangan
PPRI,Paperocks Indonesia Tbk.,2023-08-08T00:00:00,1075027288.0,Pengembangan
ERAL,Sinar Eka Selaras Tbk.,2023-08-08T00:00:00,5187500000.0,Utama
CYBR,ITSEC Asia Tbk.,2023-08-08T00:00:00,13482365704.0,Pengembangan
MUTU,Mutuagung Lestari Tbk.,2023-08-09T00:00:00,3452228885.0,Pengembangan
LMAX,Lupromax Pelumas Indonesia Tbk,2023-08-09T00:00:00,650008775.0,Akselerasi
HUMI,Humpuss Maritim Internasional ,2023-08-09T00:00:00,18063771579.0,Pengembangan
MSIE,Multisarana Intan Eduka Tbk.,2023-08-10T00:00:00,1460007754.0,Akselerasi
RSCH,Charlie Hospital Semarang Tbk.,2023-08-28T00:00:00,2650000000.0,Pengembangan
BABY,Multitrend Indo Tbk.,2023-09-07T00:00:00,2854826582.0,Pengembangan
AEGS,Anugerah Spareparts Sejahtera ,2023-09-11T00:00:00,1006080721.0,Akselerasi
IOTF,Sumber Sinergi Makmur Tbk.,2023-10-06T00:00:00,5290298067.0,Pengembangan
KOCI,Kokoh Exa Nusantara Tbk.,2023-10-07T00:00:00,4467444305.0,Pengembangan
PTPS,Pulau Subur Tbk.,2023-10-09T00:00:00,2167514856.0,Pengembangan
BREN,Barito Renewables Energy Tbk.,2023-10-09T00:00:00,133786220000.0,Utama
STRK,Lovina Beach Brewery Tbk.,2023-10-10T00:00:00,10721835562.0,Pengembangan
KOKA,Koka Indonesia Tbk.,2023-10-11T00:00:00,2861333000.0,Pengembangan
LOPI,Logisticsplus International Tb,2023-10-11T00:00:00,1100011289.0,Akselerasi
UDNG,Agro Bahari Nusantara Tbk.,2023-10-31T00:00:00,1750040072.0,Akselerasi
RGAS,Kian Santang Muliatama Tbk.,2023-11-08T00:00:00,1459234110.0,Pemantauan Khusus
MSTI,Mastersystem Infotama Tbk.,2023-11-08T00:00:00,3139416200.0,Utama
IKPM,Ikapharmindo Putramas Tbk.,2023-11-08T00:00:00,1684662500.0,Pengembangan
AYAM,Janu Putra Sejahtera Tbk.,2023-11-30T00:00:00,4000000000.0,Pengembangan
SURI,Maja Agung Latexindo Tbk.,2023-12-07T00:00:00,6334375000.0,Pengembangan
ASLI,Asri Karya Lestari Tbk.,2024-01-05T00:00:00,6250000000.0,Pengembangan
GRPH,Griptha Putra Persada Tbk.,2024-01-17T00:00:00,1000000000.0,Pengembangan
SMGA,Sumber Mineral Global Abadi Tb,2024-01-30T00:00:00,8750000000.0,Pengembangan
UNTD,Terang Dunia Internusa Tbk.,2024-02-07T00:00:00,6666666700.0,Pengembangan
TOSK,Topindo Solusi Komunika Tbk.,2024-02-07T00:00:00,4375277300.0,Pengembangan
MPIX,Mitra Pedagang Indonesia Tbk.,2024-02-07T00:00:00,1562574308.0,Pengembangan
ALII,Ancara Logistics Indonesia Tbk,2024-02-07T00:00:00,15825800000.0,Utama
MKAP,Multikarya Asia Pasifik Raya T,2024-02-12T00:00:00,3250000000.0,Pengembangan
MEJA,Harta Djaya Karya Tbk.,2024-02-12T00:00:00,2608081058.0,Akselerasi
LIVE,Homeco Victoria Makmur Tbk.,2024-02-12T00:00:00,4593005014.0,Pengembangan
HYGN,Ecocare Indo Pasifik Tbk.,2024-02-13T00:00:00,2525000000.0,Pengembangan
BAIK,Bersama Mencapai Puncak Tbk.,2024-02-15T00:00:00,1127497572.0,Pengembangan
VISI,Satu Visi Putra Tbk.,2024-02-27T00:00:00,3075000000.0,Pengembangan
AREA,Dunia Virtual Online Tbk.,2024-04-01T00:00:00,2539601000.0,Pengembangan
MHKI,Multi Hanna Kreasindo Tbk.,2024-04-16T00:00:00,3750000000.0,Pengembangan
ATLA,Atlantis Subsea Indonesia Tbk.,2024-04-16T00:00:00,6199577693.0,Pengembangan
DATA,Remala Abadi Tbk.,2024-05-07T00:00:00,1375000000.0,Pengembangan
SOLA,Xolare RCR Energy Tbk.,2024-05-08T00:00:00,3287375000.0,Pengembangan
BATR,Benteng Api Technic Tbk.,2024-06-10T00:00:00,3025037353.0,Pengembangan
SPRE,Soraya Berjaya Indonesia Tbk.,2024-07-03T00:00:00,800000000.0,Akselerasi
PART,Cipta Perdana Lancar Tbk.,2024-07-05T00:00:00,2850594054.0,Pengembangan
GOLF,Intra Golflink Resorts Tbk.,2024-07-08T00:00:00,19486760000.0,Utama
ISEA,Indo American Seafoods Tbk.,2024-07-08T00:00:00,1390013370.0,Pengembangan
BLES,Superior Prima Sukses Tbk.,2024-07-08T00:00:00,8890206400.0,Pengembangan
GUNA,Gunanusa Eramandiri Tbk.,2024-07-09T00:00:00,2500000000.0,Pengembangan
LABS,UBC Medical Indonesia Tbk.,2024-07-10T00:00:00,3950000000.0,Pengembangan
DOSS,Global Sukses Digital Tbk.,2024-08-07T00:00:00,1725000000.0,Pengembangan
NEST,Esta Indonesia Tbk.,2024-08-08T00:00:00,4112500000.0,Pengembangan
PTMR,Master Print Tbk.,2024-10-08T00:00:00,1907000000.0,Pemantauan Khusus
